City_Name,City_Code,Date,Cumulative_verified_cases,Cumulated_recovered,Cumulated_deaths,Cumulated_number_of_tests,Cumulated_number_of_diagnostic_tests,colour,final_score,zone,avg_salery,arb_jew,tzfifot,population,Verified Proportion,Verified Cases,Cumulative Verified Cases Proportion,Recovered,Deaths,Tests,Diagnostic Tests,death_Rate
אשקלון,7100,10/30/2020,4324,3934,45,83733,80052,ירוק,1.7,הדרום,"8,239",יהודי,"3,110",140967,,0,0.030673846,7,0,196,190,0.000319224
אשקלון,7100,10/31/2020,4324,3941,45,83929,80242,ירוק,1.4,הדרום,"8,239",יהודי,"3,110",140967,,1,0.030673846,21,2,269,263,0.000319224
אשקלון,7100,11/01/2020,4325,3962,47,84198,80505,ירוק,1.3,הדרום,"8,239",יהודי,"3,110",140967,,4,0.03068094,18,1,671,643,0.000333411
אשקלון,7100,11/02/2020,4329,3980,48,84869,81148,ירוק,1,הדרום,"8,239",יהודי,"3,110",140967,,2,0.030709315,11,1,583,566,0.000340505
אשקלון,7100,11/03/2020,4331,3991,49,85452,81714,ירוק,0.8,הדרום,"8,239",יהודי,"3,110",140967,,5,0.030723503,7,0,471,459,0.000347599
אשקלון,7100,11/04/2020,4336,3998,49,85923,82173,ירוק,0.7,הדרום,"8,239",יהודי,"3,110",140967,,8,0.030758972,4,0,437,429,0.000347599
אשקלון,7100,11/05/2020,4344,4002,49,86360,82602,ירוק,0.7,הדרום,"8,239",יהודי,"3,110",140967,,1,0.030815723,13,0,294,288,0.000347599
אשקלון,7100,11/06/2020,4345,4015,49,86654,82890,ירוק,0.8,הדרום,"8,239",יהודי,"3,110",140967,,0,0.030822817,5,0,56,53,0.000347599
אשקלון,7100,11/07/2020,4345,4020,49,86710,82943,ירוק,0.9,הדרום,"8,239",יהודי,"3,110",140967,,5,0.030822817,3,0,237,232,0.000347599
אשקלון,7100,11/08/2020,4350,4023,49,86947,83175,ירוק,1.1,הדרום,"8,239",יהודי,"3,110",140967,,10,0.030858286,4,1,745,732,0.000347599
אשקלון,7100,11/09/2020,4360,4027,50,87692,83907,ירוק,1.7,הדרום,"8,239",יהודי,"3,110",140967,,6,0.030929225,4,0,931,916,0.000354693
אשקלון,7100,11/10/2020,4366,4031,50,88623,84823,ירוק,2.4,הדרום,"8,239",יהודי,"3,110",140967,,9,0.030971788,3,0,508,504,0.000354693
אשקלון,7100,11/11/2020,4375,4034,50,89131,85327,ירוק,3.1,הדרום,"8,239",יהודי,"3,110",140967,,3,0.031035632,5,0,476,467,0.000354693
אשקלון,7100,11/12/2020,4378,4039,50,89607,85794,ירוק,3.4,הדרום,"8,239",יהודי,"3,110",140967,,3,0.031056914,3,0,372,365,0.000354693
אשקלון,7100,11/13/2020,4381,4042,50,89979,86159,ירוק,3.8,הדרום,"8,239",יהודי,"3,110",140967,,1,0.031078196,2,1,231,228,0.000354693
אשקלון,7100,11/14/2020,4382,4044,51,90210,86387,ירוק,4.1,הדרום,"8,239",יהודי,"3,110",140967,,3,0.031085289,9,0,279,275,0.000361787
אשקלון,7100,11/15/2020,4385,4053,51,90489,86662,ירוק,4.3,הדרום,"8,239",יהודי,"3,110",140967,,6,0.031106571,3,1,722,702,0.000361787
אשקלון,7100,11/16/2020,4391,4056,52,91211,87364,ירוק,4.1,הדרום,"8,239",יהודי,"3,110",140967,,10,0.031149134,5,0,1084,1064,0.000368881
אשקלון,7100,11/17/2020,4401,4061,52,92295,88428,ירוק,3.9,הדרום,"8,239",יהודי,"3,110",140967,,7,0.031220073,7,0,533,526,0.000368881
אשקלון,7100,11/18/2020,4408,4068,52,92828,88954,ירוק,3.5,הדרום,"8,239",יהודי,"3,110",140967,,6,0.03126973,12,0,635,625,0.000368881
אשקלון,7100,11/19/2020,4414,4080,52,93463,89579,ירוק,3.4,הדרום,"8,239",יהודי,"3,110",140967,,5,0.031312293,7,0,636,630,0.000368881
אשקלון,7100,11/20/2020,4419,4087,52,94099,90209,ירוק,3.3,הדרום,"8,239",יהודי,"3,110",140967,,1,0.031347762,3,0,125,123,0.000368881
אשקלון,7100,11/21/2020,4420,4090,52,94224,90332,ירוק,3.1,הדרום,"8,239",יהודי,"3,110",140967,,4,0.031354856,8,0,363,355,0.000368881
אשקלון,7100,11/22/2020,4424,4098,52,94587,90687,ירוק,3.1,הדרום,"8,239",יהודי,"3,110",140967,,9,0.031383232,5,0,848,838,0.000368881
אשקלון,7100,11/23/2020,4433,4103,52,95435,91525,ירוק,3.2,הדרום,"8,239",יהודי,"3,110",140967,,8,0.031447076,2,0,1044,1026,0.000368881
אשקלון,7100,11/24/2020,4441,4105,52,96479,92551,ירוק,3.3,הדרום,"8,239",יהודי,"3,110",140967,,6,0.031503827,8,0,615,608,0.000368881
אשקלון,7100,11/25/2020,4447,4113,52,97094,93159,ירוק,3.4,הדרום,"8,239",יהודי,"3,110",140967,,4,0.03154639,9,0,1028,1011,0.000368881
אשקלון,7100,11/26/2020,4451,4122,52,98122,94170,ירוק,3.4,הדרום,"8,239",יהודי,"3,110",140967,,4,0.031574766,4,0,662,650,0.000368881
אשקלון,7100,11/27/2020,4455,4126,52,98784,94820,ירוק,3.3,הדרום,"8,239",יהודי,"3,110",140967,,0,0.031603141,1,0,78,76,0.000368881
אשקלון,7100,11/28/2020,4455,4127,52,98862,94896,ירוק,3.3,הדרום,"8,239",יהודי,"3,110",140967,,2,0.031603141,15,1,391,386,0.000368881
אשקלון,7100,11/29/2020,4457,4142,53,99253,95282,ירוק,3.2,הדרום,"8,239",יהודי,"3,110",140967,,4,0.031617329,7,0,900,887,0.000375975
אשקלון,7100,11/30/2020,4461,4149,53,100153,96169,ירוק,2.9,הדרום,"8,239",יהודי,"3,110",140967,,5,0.031645704,6,0,857,845,0.000375975
אשקלון,7100,12/01/2020,4466,4155,53,101010,97014,ירוק,2.6,הדרום,"8,239",יהודי,"3,110",140967,,3,0.031681174,3,0,934,925,0.000375975
אשקלון,7100,12/02/2020,4469,4158,53,101944,97939,ירוק,2.4,הדרום,"8,239",יהודי,"3,110",140967,,6,0.031702455,13,1,782,769,0.000375975
אשקלון,7100,12/03/2020,4475,4171,54,102726,98708,ירוק,2.1,הדרום,"8,239",יהודי,"3,110",140967,,15,0.031745018,9,0,664,655,0.000383068
אשקלון,7100,12/04/2020,4490,4180,54,103390,99363,ירוק,2.1,הדרום,"8,239",יהודי,"3,110",140967,,3,0.031851426,6,0,156,154,0.000383068
אשקלון,7100,12/05/2020,4493,4186,54,103546,99517,ירוק,2.2,הדרום,"8,239",יהודי,"3,110",140967,,5,0.031872708,7,0,441,433,0.000383068
אשקלון,7100,12/06/2020,4498,4193,54,103987,99950,ירוק,2.4,הדרום,"8,239",יהודי,"3,110",140967,,15,0.031908177,2,0,1117,1106,0.000383068
אשקלון,7100,12/07/2020,4513,4195,54,105104,101056,ירוק,2.7,הדרום,"8,239",יהודי,"3,110",140967,,17,0.032014585,5,0,927,921,0.000383068
אשקלון,7100,12/08/2020,4530,4200,54,106031,101977,ירוק,3.3,הדרום,"8,239",יהודי,"3,110",140967,,18,0.032135181,5,0,751,746,0.000383068
אשקלון,7100,12/09/2020,4548,4205,54,106782,102723,ירוק,4,הדרום,"8,239",יהודי,"3,110",140967,,27,0.03226287,5,0,1046,1032,0.000383068
אשקלון,7100,12/10/2020,4575,4210,54,107828,103755,צהוב,4.8,הדרום,"8,239",יהודי,"3,110",140967,,26,0.032454404,4,0,997,988,0.000383068
אשקלון,7100,12/11/2020,4601,4214,54,108825,104743,צהוב,5.3,הדרום,"8,239",יהודי,"3,110",140967,,7,0.032638845,4,0,357,345,0.000383068
אשקלון,7100,12/12/2020,4608,4218,54,109182,105088,צהוב,5.8,הדרום,"8,239",יהודי,"3,110",140967,,16,0.032688502,13,0,572,565,0.000383068
אשקלון,7100,12/13/2020,4624,4231,54,109754,105653,כתום,6.2,הדרום,"8,239",יהודי,"3,110",140967,,30,0.032802003,8,0,1327,1313,0.000383068
אשקלון,7100,12/14/2020,4654,4239,54,111081,106966,כתום,6.5,הדרום,"8,239",יהודי,"3,110",140967,,26,0.033014819,3,0,1313,1306,0.000383068
אשקלון,7100,12/15/2020,4680,4242,54,112394,108272,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,42,0.033199259,12,0,1328,1324,0.000383068
אשקלון,7100,12/16/2020,4722,4254,54,113722,109596,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,19,0.033497201,18,0,843,833,0.000383068
אשקלון,7100,12/17/2020,4741,4272,54,114565,110429,כתום,6.4,הדרום,"8,239",יהודי,"3,110",140967,,22,0.033631985,23,0,1148,1135,0.000383068
אשקלון,7100,12/18/2020,4763,4295,54,115713,111564,כתום,6.3,הדרום,"8,239",יהודי,"3,110",140967,,17,0.03378805,8,0,591,588,0.000383068
אשקלון,7100,12/19/2020,4780,4303,54,116304,112152,כתום,6.1,הדרום,"8,239",יהודי,"3,110",140967,,22,0.033908645,25,0,672,665,0.000383068
אשקלון,7100,12/20/2020,4802,4328,54,116976,112817,צהוב,6,הדרום,"8,239",יהודי,"3,110",140967,,41,0.03406471,13,0,1256,1250,0.000383068
אשקלון,7100,12/21/2020,4843,4341,54,118232,114067,צהוב,5.8,הדרום,"8,239",יהודי,"3,110",140967,,32,0.034355558,13,0,1226,1215,0.000383068
אשקלון,7100,12/22/2020,4875,4354,54,119458,115282,צהוב,5.7,הדרום,"8,239",יהודי,"3,110",140967,,67,0.034582562,18,1,1689,1680,0.000383068
אשקלון,7100,12/23/2020,4942,4372,55,121147,116962,צהוב,5.6,הדרום,"8,239",יהודי,"3,110",140967,,40,0.03505785,35,0,1451,1437,0.000390162
אשקלון,7100,12/24/2020,4982,4407,55,122598,118399,צהוב,5.6,הדרום,"8,239",יהודי,"3,110",140967,,24,0.035341605,21,0,941,935,0.000390162
אשקלון,7100,12/25/2020,5006,4428,55,123539,119334,צהוב,5.7,הדרום,"8,239",יהודי,"3,110",140967,,15,0.035511857,8,0,572,567,0.000390162
אשקלון,7100,12/26/2020,5021,4436,55,124111,119901,צהוב,5.7,הדרום,"8,239",יהודי,"3,110",140967,,40,0.035618265,40,0,758,752,0.000390162
אשקלון,7100,12/27/2020,5061,4476,55,124869,120653,צהוב,5.8,הדרום,"8,239",יהודי,"3,110",140967,,46,0.03590202,23,0,1279,1269,0.000390162
אשקלון,7100,12/28/2020,5107,4499,55,126148,121922,צהוב,5.9,הדרום,"8,239",יהודי,"3,110",140967,,48,0.036228337,11,0,1209,1199,0.000390162
אשקלון,7100,12/29/2020,5155,4510,55,127357,123121,צהוב,6,הדרום,"8,239",יהודי,"3,110",140967,,44,0.036568842,33,0,906,894,0.000390162
אשקלון,7100,12/30/2020,5199,4543,55,128263,124015,צהוב,6,הדרום,"8,239",יהודי,"3,110",140967,,79,0.036880972,45,0,1536,1525,0.000390162
אשקלון,7100,12/31/2020,5278,4588,55,129799,125540,צהוב,6,הדרום,"8,239",יהודי,"3,110",140967,,54,0.037441387,35,0,940,932,0.000390162
אשקלון,7100,01/01/2021,5332,4623,55,130739,126472,כתום,6,הדרום,"8,239",יהודי,"3,110",140967,,47,0.037824455,13,0,1012,1006,0.000390162
אשקלון,7100,01/02/2021,5379,4636,55,131751,127478,כתום,6.1,הדרום,"8,239",יהודי,"3,110",140967,,55,0.038157867,50,0,812,806,0.000390162
אשקלון,7100,01/03/2021,5434,4686,55,132563,128284,כתום,6.2,הדרום,"8,239",יהודי,"3,110",140967,,57,0.038548029,33,1,1151,1139,0.000390162
אשקלון,7100,01/04/2021,5491,4719,56,133714,129423,כתום,6.3,הדרום,"8,239",יהודי,"3,110",140967,,40,0.038952379,27,0,1288,1281,0.000397256
אשקלון,7100,01/05/2021,5531,4746,56,135002,130704,כתום,6.3,הדרום,"8,239",יהודי,"3,110",140967,,78,0.039236133,39,0,1524,1511,0.000397256
אשקלון,7100,01/06/2021,5609,4785,56,136526,132215,כתום,6.5,הדרום,"8,239",יהודי,"3,110",140967,,95,0.039789454,62,2,1828,1814,0.000397256
אשקלון,7100,01/07/2021,5704,4847,58,138354,134029,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,114,0.040463371,48,1,1949,1931,0.000411444
אשקלון,7100,01/08/2021,5818,4895,59,140303,135960,כתום,6.7,הדרום,"8,239",יהודי,"3,110",140967,,67,0.041272071,39,0,1376,1366,0.000418538
אשקלון,7100,01/09/2021,5885,4934,59,141679,137326,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,56,0.041747359,79,0,1063,1052,0.000418538
אשקלון,7100,01/10/2021,5941,5013,59,142742,138378,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,84,0.042144615,49,0,1761,1748,0.000418538
אשקלון,7100,01/11/2021,6025,5062,59,144503,140126,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,98,0.0427405,40,0,1781,1767,0.000418538
אשקלון,7100,01/12/2021,6123,5102,59,146284,141893,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,66,0.043435698,53,0,1278,1260,0.000418538
אשקלון,7100,1/13/2021,6189,5155,59,147562,143153,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,134,0.043903892,77,0,2380,2355,0.000418538
אשקלון,7100,1/14/2021,6323,5232,59,149942,145508,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,81,0.044854469,72,0,1666,1649,0.000418538
אשקלון,7100,1/15/2021,6404,5304,59,151608,147157,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,61,0.045429072,38,0,973,959,0.000418538
אשקלון,7100,1/16/2021,6465,5342,59,152581,148116,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,50,0.045861797,127,1,854,842,0.000418538
אשקלון,7100,1/17/2021,6515,5469,60,153435,148958,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,114,0.04621649,82,0,1651,1636,0.000425632
אשקלון,7100,1/18/2021,6629,5551,60,155086,150594,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,84,0.04702519,52,0,1455,1436,0.000425632
אשקלון,7100,1/19/2021,6713,5603,60,156541,152030,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,109,0.047621074,67,1,1723,1699,0.000425632
אשקלון,7100,1/20/2021,6822,5670,61,158264,153729,כתום,6.7,הדרום,"8,239",יהודי,"3,110",140967,,88,0.048394305,99,1,1585,1563,0.000432725
אשקלון,7100,1/21/2021,6910,5769,62,159849,155292,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,129,0.049018565,96,0,1785,1755,0.000439819
אשקלון,7100,1/22/2021,7039,5865,62,161634,157047,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,16,0.049933672,35,0,254,252,0.000439819
אשקלון,7100,1/23/2021,7055,5900,62,161888,157299,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,38,0.050047174,141,0,614,607,0.000439819
אשקלון,7100,1/24/2021,7093,6041,62,162502,157906,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,114,0.050316741,64,0,1444,1416,0.000439819
אשקלון,7100,1/25/2021,7207,6105,62,163946,159322,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,118,0.051125441,49,0,1610,1576,0.000439819
אשקלון,7100,1/26/2021,7325,6154,62,165556,160898,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,103,0.051962516,94,0,1222,1203,0.000439819
אשקלון,7100,1/27/2021,7428,6248,62,166778,162101,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,82,0.052693184,99,0,1272,1249,0.000439819
אשקלון,7100,1/28/2021,7510,6347,62,168050,163350,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,91,0.05327488,100,1,1228,1200,0.000439819
אשקלון,7100,1/29/2021,7601,6447,63,169278,164550,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,38,0.053920421,29,0,421,418,0.000446913
אשקלון,7100,1/30/2021,7639,6476,63,169699,164968,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,74,0.054189988,152,0,880,864,0.000446913
אשקלון,7100,1/31/2021,7713,6628,63,170579,165832,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,137,0.054714933,62,2,1900,1862,0.000446913
אשקלון,7100,02/01/2021,7850,6690,65,172479,167694,כתום,6.7,הדרום,"8,239",יהודי,"3,110",140967,,115,0.055686792,36,1,1518,1494,0.000461101
אשקלון,7100,02/02/2021,7965,6726,66,173997,169188,כתום,6.7,הדרום,"8,239",יהודי,"3,110",140967,,143,0.056502586,89,3,1578,1558,0.000468195
אשקלון,7100,02/03/2021,8108,6815,69,175575,170746,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,117,0.057517008,103,0,1502,1467,0.000489476
אשקלון,7100,02/04/2021,8225,6918,69,177077,172213,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,118,0.058346989,101,0,1806,1766,0.000489476
אשקלון,7100,02/05/2021,8343,7019,69,178883,173979,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,38,0.059184064,36,0,441,436,0.000489476
אשקלון,7100,02/06/2021,8381,7055,69,179324,174415,כתום,7.2,הדרום,"8,239",יהודי,"3,110",140967,,62,0.059453631,147,1,808,789,0.000489476
אשקלון,7100,02/07/2021,8443,7202,70,180132,175204,כתום,7.2,הדרום,"8,239",יהודי,"3,110",140967,,142,0.05989345,63,0,2061,2037,0.00049657
אשקלון,7100,02/08/2021,8585,7265,70,182193,177241,כתום,7.2,הדרום,"8,239",יהודי,"3,110",140967,,142,0.060900778,52,0,1743,1720,0.00049657
אשקלון,7100,02/09/2021,8727,7317,70,183936,178961,כתום,7.3,הדרום,"8,239",יהודי,"3,110",140967,,135,0.061908106,126,1,1596,1575,0.00049657
אשקלון,7100,02/10/2021,8862,7443,71,185532,180536,כתום,7.3,הדרום,"8,239",יהודי,"3,110",140967,,109,0.062865777,128,1,1640,1616,0.000503664
אשקלון,7100,02/11/2021,8971,7571,72,187172,182152,כתום,7.3,הדרום,"8,239",יהודי,"3,110",140967,,93,0.063639008,123,0,1272,1251,0.000510758
אשקלון,7100,02/12/2021,9064,7694,72,188444,183403,כתום,7.2,הדרום,"8,239",יהודי,"3,110",140967,,14,0.064298737,48,0,293,285,0.000510758
אשקלון,7100,2/13/2021,9078,7742,72,188737,183688,כתום,7.1,הדרום,"8,239",יהודי,"3,110",140967,,79,0.064398051,161,1,923,898,0.000510758
אשקלון,7100,2/14/2021,9157,7903,73,189660,184586,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,71,0.064958465,94,0,1315,1291,0.000517852
אשקלון,7100,2/15/2021,9228,7997,73,190975,185877,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,118,0.065462129,37,0,1570,1539,0.000517852
אשקלון,7100,2/16/2021,9346,8034,73,192545,187416,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,122,0.066299205,88,0,1306,1286,0.000517852
אשקלון,7100,2/17/2021,9468,8122,73,193851,188702,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,104,0.067164656,137,1,1348,1312,0.000517852
אשקלון,7100,2/18/2021,9572,8259,74,195199,190014,כתום,6.5,הדרום,"8,239",יהודי,"3,110",140967,,99,0.067902417,145,0,1331,1307,0.000524946
אשקלון,7100,2/19/2021,9671,8404,74,196530,191321,כתום,6.5,הדרום,"8,239",יהודי,"3,110",140967,,31,0.068604709,62,0,303,293,0.000524946
אשקלון,7100,2/20/2021,9702,8466,74,196833,191614,כתום,6.5,הדרום,"8,239",יהודי,"3,110",140967,,36,0.068824619,155,0,906,886,0.000524946
אשקלון,7100,2/21/2021,9738,8621,74,197739,192500,כתום,6.4,הדרום,"8,239",יהודי,"3,110",140967,,133,0.069079997,74,1,1427,1398,0.000524946
אשקלון,7100,2/22/2021,9871,8695,75,199166,193898,כתום,6.4,הדרום,"8,239",יהודי,"3,110",140967,,123,0.070023481,47,1,1485,1462,0.000532039
אשקלון,7100,2/23/2021,9994,8742,76,200651,195360,כתום,6.5,הדרום,"8,239",יהודי,"3,110",140967,,111,0.070896025,124,0,1422,1401,0.000539133
אשקלון,7100,2/24/2021,10105,8866,76,202073,196761,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,131,0.071683444,132,0,1507,1495,0.000539133
אשקלון,7100,2/25/2021,10236,8998,76,203580,198256,כתום,6.7,הדרום,"8,239",יהודי,"3,110",140967,,79,0.072612739,82,1,1388,1371,0.000539133
אשקלון,7100,2/26/2021,10315,9080,77,204968,199627,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,35,0.073173154,32,1,364,357,0.000546227
אשקלון,7100,2/27/2021,10350,9112,78,205332,199984,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,70,0.073421439,164,0,1088,1073,0.000553321
אשקלון,7100,2/28/2021,10420,9276,78,206420,201057,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,129,0.073918009,64,0,2268,2248,0.000553321
אשקלון,7100,03/01/2021,10549,9340,78,208688,203305,כתום,7,הדרום,"8,239",יהודי,"3,110",140967,,114,0.074833117,51,0,2062,2036,0.000553321
אשקלון,7100,03/02/2021,10663,9391,78,210750,205341,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,152,0.075641817,109,0,1988,1964,0.000553321
אשקלון,7100,03/03/2021,10815,9500,78,212738,207305,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,112,0.076720083,111,1,2224,2188,0.000553321
אשקלון,7100,03/04/2021,10927,9611,79,214962,209493,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,125,0.077514596,128,0,2762,2740,0.000560415
אשקלון,7100,03/05/2021,11052,9739,79,217724,212233,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,52,0.078401328,39,1,901,889,0.000560415
אשקלון,7100,03/06/2021,11104,9778,80,218625,213122,כתום,6.9,הדרום,"8,239",יהודי,"3,110",140967,,30,0.078770209,140,0,1366,1346,0.000567509
אשקלון,7100,03/07/2021,11134,9918,80,219991,214468,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,102,0.078983024,63,0,2455,2415,0.000567509
אשקלון,7100,03/08/2021,11236,9981,80,222446,216883,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,89,0.079706598,84,1,2219,2194,0.000567509
אשקלון,7100,03/09/2021,11325,10065,81,224665,219077,כתום,6.8,הדרום,"8,239",יהודי,"3,110",140967,,70,0.080337951,122,0,1885,1861,0.000574603
אשקלון,7100,03/10/2021,11395,10187,81,226550,220938,כתום,6.6,הדרום,"8,239",יהודי,"3,110",140967,,65,0.080834522,131,0,1894,1876,0.000574603
אשקלון,7100,03/11/2021,11460,10318,81,228444,222814,כתום,6.4,הדרום,"8,239",יהודי,"3,110",140967,,55,0.081295622,119,0,1641,1619,0.000574603
אשקלון,7100,03/12/2021,11515,10437,81,230085,224433,כתום,6.2,הדרום,"8,239",יהודי,"3,110",140967,,15,0.081685785,47,0,480,476,0.000574603
אשקלון,7100,3/13/2021,11530,10484,81,230565,224909,צהוב,5.8,הדרום,"8,239",יהודי,"3,110",140967,,24,0.081792192,183,0,966,952,0.000574603
אשקלון,7100,3/14/2021,11554,10667,81,231531,225861,צהוב,5.5,הדרום,"8,239",יהודי,"3,110",140967,,62,0.081962445,69,0,2041,2015,0.000574603
אשקלון,7100,3/15/2021,11616,10736,81,233572,227876,צהוב,5.3,הדרום,"8,239",יהודי,"3,110",140967,,35,0.082402264,45,0,1038,1021,0.000574603
אשקלון,7100,3/16/2021,11651,10781,81,234610,228897,צהוב,4.9,הדרום,"8,239",יהודי,"3,110",140967,,41,0.082650549,96,0,1270,1253,0.000574603
אשקלון,7100,3/17/2021,11692,10877,81,235880,230150,צהוב,4.7,הדרום,"8,239",יהודי,"3,110",140967,,24,0.082941398,105,0,980,958,0.000574603
אשקלון,7100,3/18/2021,11716,10982,81,236860,231108,ירוק,4.4,הדרום,"8,239",יהודי,"3,110",140967,,23,0.08311165,56,0,1072,1065,0.000574603
אשקלון,7100,3/19/2021,11739,11038,81,237932,232173,ירוק,4.2,הדרום,"8,239",יהודי,"3,110",140967,,4,0.083274809,14,0,197,193,0.000574603
אשקלון,7100,3/20/2021,11743,11052,81,238129,232366,ירוק,4.1,הדרום,"8,239",יהודי,"3,110",140967,,10,0.083303184,93,0,731,708,0.000574603
אשקלון,7100,3/21/2021,11753,11145,81,238860,233074,ירוק,3.9,הדרום,"8,239",יהודי,"3,110",140967,,21,0.083374123,37,1,1171,1151,0.000574603
אשקלון,7100,3/22/2021,11774,11182,82,240031,234225,ירוק,3.7,הדרום,"8,239",יהודי,"3,110",140967,,17,0.083523094,11,0,706,692,0.000581696
אשקלון,7100,3/23/2021,11791,11193,82,240737,234917,ירוק,3.5,הדרום,"8,239",יהודי,"3,110",140967,,2,0.08364369,65,1,613,604,0.000581696
אשקלון,7100,3/24/2021,11793,11258,83,241350,235521,ירוק,3.2,הדרום,"8,239",יהודי,"3,110",140967,,12,0.083657877,48,0,837,823,0.00058879
אשקלון,7100,3/25/2021,11805,11306,83,242187,236344,ירוק,2.9,הדרום,"8,239",יהודי,"3,110",140967,,5,0.083743004,50,0,626,612,0.00058879
אשקלון,7100,3/26/2021,11810,11356,83,242813,236956,ירוק,2.6,הדרום,"8,239",יהודי,"3,110",140967,,2,0.083778473,17,0,150,143,0.00058879
אשקלון,7100,3/27/2021,11812,11373,83,242963,237099,ירוק,2.3,הדרום,"8,239",יהודי,"3,110",140967,,2,0.083792661,9,0,110,106,0.00058879
אשקלון,7100,3/28/2021,11814,11382,83,243073,237205,ירוק,2,הדרום,"8,239",יהודי,"3,110",140967,,3,0.083806848,34,0,700,694,0.00058879
אשקלון,7100,3/29/2021,11817,11416,83,243773,237899,ירוק,1.7,הדרום,"8,239",יהודי,"3,110",140967,,4,0.08382813,15,0,843,832,0.00058879
אשקלון,7100,3/30/2021,11821,11431,83,244616,238731,ירוק,1.3,הדרום,"8,239",יהודי,"3,110",140967,,7,0.083856505,27,0,621,613,0.00058879
אשקלון,7100,3/31/2021,11828,11458,83,245237,239344,ירוק,1.1,הדרום,"8,239",יהודי,"3,110",140967,,4,0.083906162,15,0,460,452,0.00058879
אשקלון,7100,04/01/2021,11832,11473,83,245697,239796,ירוק,0.9,הדרום,"8,239",יהודי,"3,110",140967,,4,0.083934538,13,0,570,560,0.00058879
אשקלון,7100,04/02/2021,11836,11486,83,246267,240356,ירוק,0.8,הדרום,"8,239",יהודי,"3,110",140967,,2,0.083962913,4,0,117,114,0.00058879
אשקלון,7100,04/03/2021,11838,11490,83,246384,240470,ירוק,0.7,הדרום,"8,239",יהודי,"3,110",140967,,0,0.083977101,17,0,536,527,0.00058879
אשקלון,7100,04/04/2021,11838,11507,83,246920,240997,ירוק,0.6,הדרום,"8,239",יהודי,"3,110",140967,,7,0.083977101,8,0,883,873,0.00058879
אשקלון,7100,04/05/2021,11845,11515,83,247803,241870,ירוק,0.8,הדרום,"8,239",יהודי,"3,110",140967,,4,0.084026758,4,1,726,714,0.00058879
אשקלון,7100,04/06/2021,11849,11519,84,248529,242584,ירוק,1.1,הדרום,"8,239",יהודי,"3,110",140967,,5,0.084055133,9,0,579,571,0.000595884
אשקלון,7100,04/07/2021,11854,11528,84,249108,243155,ירוק,1.3,הדרום,"8,239",יהודי,"3,110",140967,,1,0.084090603,10,0,537,528,0.000595884
אשקלון,7100,04/08/2021,11855,11538,84,249645,243683,ירוק,1.6,הדרום,"8,239",יהודי,"3,110",140967,,1,0.084097697,9,0,598,590,0.000595884
אשקלון,7100,04/09/2021,11856,11547,84,250243,244273,ירוק,1.7,הדרום,"8,239",יהודי,"3,110",140967,,0,0.08410479,4,0,120,116,0.000595884
